,object_points,image_points
0,"[[ 0.  0.  0.]
 [ 1.  0.  0.]
 [ 2.  0.  0.]
 [ 3.  0.  0.]
 [ 4.  0.  0.]
 [ 5.  0.  0.]
 [ 6.  0.  0.]
 [ 7.  0.  0.]
 [ 8.  0.  0.]
 [ 0.  1.  0.]
 [ 1.  1.  0.]
 [ 2.  1.  0.]
 [ 3.  1.  0.]
 [ 4.  1.  0.]
 [ 5.  1.  0.]
 [ 6.  1.  0.]
 [ 7.  1.  0.]
 [ 8.  1.  0.]
 [ 0.  2.  0.]
 [ 1.  2.  0.]
 [ 2.  2.  0.]
 [ 3.  2.  0.]
 [ 4.  2.  0.]
 [ 5.  2.  0.]
 [ 6.  2.  0.]
 [ 7.  2.  0.]
 [ 8.  2.  0.]
 [ 0.  3.  0.]
 [ 1.  3.  0.]
 [ 2.  3.  0.]
 [ 3.  3.  0.]
 [ 4.  3.  0.]
 [ 5.  3.  0.]
 [ 6.  3.  0.]
 [ 7.  3.  0.]
 [ 8.  3.  0.]
 [ 0.  4.  0.]
 [ 1.  4.  0.]
 [ 2.  4.  0.]
 [ 3.  4.  0.]
 [ 4.  4.  0.]
 [ 5.  4.  0.]
 [ 6.  4.  0.]
 [ 7.  4.  0.]
 [ 8.  4.  0.]
 [ 0.  5.  0.]
 [ 1.  5.  0.]
 [ 2.  5.  0.]
 [ 3.  5.  0.]
 [ 4.  5.  0.]
 [ 5.  5.  0.]
 [ 6.  5.  0.]
 [ 7.  5.  0.]
 [ 8.  5.  0.]]","[[[ 409.          305.        ]]

 [[ 469.01373291  298.09555054]]

 [[ 535.76708984  298.42471313]]

 [[ 603.11889648  298.87542725]]

 [[ 670.06329346  299.47250366]]

 [[ 736.48028564  300.44873047]]

 [[ 802.4307251   301.18243408]]

 [[ 866.64080811  302.36407471]]

 [[ 930.13903809  303.81539917]]

 [[ 404.69158936  363.30722046]]

 [[ 470.06484985  363.4765625 ]]

 [[ 535.87731934  364.21691895]]

 [[ 602.66833496  364.68295288]]

 [[ 668.67749023  365.19326782]]

 [[ 734.40789795  365.41387939]]

 [[ 799.32025146  365.47607422]]

 [[ 862.99768066  366.03665161]]

 [[ 925.44372559  367.01281738]]

 [[ 407.04434204  426.74771118]]

 [[ 471.3458252   427.71066284]]

 [[ 536.43023682  428.52841187]]

 [[ 602.40551758  428.94268799]]

 [[ 667.63665771  429.42138672]]

 [[ 732.41363525  428.80270386]]

 [[ 796.79168701  428.76516724]]

 [[ 859.06811523  428.38891602]]

 [[ 920.95446777  428.52856445]]

 [[ 409.47616577  489.3765564 ]]

 [[ 473.02127075  490.07852173]]

 [[ 537.16540527  491.31652832]]

 [[ 601.97821045  492.03326416]]

 [[ 666.59979248  492.18484497]]

 [[ 730.54772949  491.5201416 ]]

 [[ 793.76776123  490.71060181]]

 [[ 855.40539551  489.51864624]]

 [[ 916.32165527  489.22689819]]

 [[ 412.32965088  549.35858154]]

 [[ 475.04766846  550.00878906]]

 [[ 537.84881592  551.47113037]]

 [[ 601.97705078  552.5302124 ]]

 [[ 665.44842529  552.50830078]]

 [[ 728.2857666   551.3963623 ]]

 [[ 790.65240479  549.89373779]]

 [[ 851.19525146  548.36907959]]

 [[ 911.35028076  547.54675293]]

 [[ 415.75930786  606.31396484]]

 [[ 477.28829956  608.25262451]]

 [[ 538.79602051  609.91394043]]

 [[ 601.71075439  610.46142578]]

 [[ 664.37774658  610.30340576]]

 [[ 725.95843506  608.56396484]]

 [[ 787.42480469  606.9979248 ]]

 [[ 846.91595459  604.83087158]]

 [[ 906.08453369  603.68896484]]]"
1,"[[ 0.  0.  0.]
 [ 1.  0.  0.]
 [ 2.  0.  0.]
 [ 3.  0.  0.]
 [ 4.  0.  0.]
 [ 5.  0.  0.]
 [ 6.  0.  0.]
 [ 7.  0.  0.]
 [ 8.  0.  0.]
 [ 0.  1.  0.]
 [ 1.  1.  0.]
 [ 2.  1.  0.]
 [ 3.  1.  0.]
 [ 4.  1.  0.]
 [ 5.  1.  0.]
 [ 6.  1.  0.]
 [ 7.  1.  0.]
 [ 8.  1.  0.]
 [ 0.  2.  0.]
 [ 1.  2.  0.]
 [ 2.  2.  0.]
 [ 3.  2.  0.]
 [ 4.  2.  0.]
 [ 5.  2.  0.]
 [ 6.  2.  0.]
 [ 7.  2.  0.]
 [ 8.  2.  0.]
 [ 0.  3.  0.]
 [ 1.  3.  0.]
 [ 2.  3.  0.]
 [ 3.  3.  0.]
 [ 4.  3.  0.]
 [ 5.  3.  0.]
 [ 6.  3.  0.]
 [ 7.  3.  0.]
 [ 8.  3.  0.]
 [ 0.  4.  0.]
 [ 1.  4.  0.]
 [ 2.  4.  0.]
 [ 3.  4.  0.]
 [ 4.  4.  0.]
 [ 5.  4.  0.]
 [ 6.  4.  0.]
 [ 7.  4.  0.]
 [ 8.  4.  0.]
 [ 0.  5.  0.]
 [ 1.  5.  0.]
 [ 2.  5.  0.]
 [ 3.  5.  0.]
 [ 4.  5.  0.]
 [ 5.  5.  0.]
 [ 6.  5.  0.]
 [ 7.  5.  0.]
 [ 8.  5.  0.]]","[[[  224.43092346    78.436203  ]]

 [[  319.51428223    74.21487427]]

 [[  421.4828186     70.77714539]]

 [[  524.48974609    70.75636292]]

 [[  625.84558105    70.84218597]]

 [[  729.51196289    71.51357269]]

 [[  830.59899902    75.96363831]]

 [[  927.90789795    78.63024902]]

 [[ 1022.02966309    84.68180847]]

 [[  205.50428772   160.35827637]]

 [[  307.03656006   155.89237976]]

 [[  411.68115234   151.83822632]]

 [[  518.58734131   150.41996765]]

 [[  627.54626465   148.61694336]]

 [[  735.53601074   152.78121948]]

 [[  841.90167236   156.35575867]]

 [[  943.6394043    159.96246338]]

 [[ 1041.45678711   163.5737915 ]]

 [[  187.18074036   248.13812256]]

 [[  292.53887939   244.10835266]]

 [[  401.88345337   243.3427124 ]]

 [[  516.87750244   240.51312256]]

 [[  629.69616699   240.25964355]]

 [[  743.01831055   242.47077942]]

 [[  853.51483154   245.93251038]]

 [[  959.71905518   247.19410706]]

 [[ 1062.39880371   248.30290222]]

 [[  170.26457214   347.8631897 ]]

 [[  279.37567139   346.22564697]]

 [[  394.22079468   343.8822937 ]]

 [[  512.25085449   342.42318726]]

 [[  632.57348633   340.49182129]]

 [[  750.90209961   341.75170898]]

 [[  866.1395874    342.94042969]]

 [[  977.23712158   343.3303833 ]]

 [[ 1083.27709961   343.99554443]]

 [[  151.59217834   452.97421265]]

 [[  266.44857788   453.67565918]]

 [[  385.71966553   453.7154541 ]]

 [[  510.6166687    453.69110107]]

 [[  634.74359131   450.65194702]]

 [[  758.08203125   450.82974243]]

 [[  878.87762451   450.8722229 ]]

 [[  993.76470947   449.01303101]]

 [[ 1103.22583008   446.76150513]]

 [[  134.44387817   567.63098145]]

 [[  253.5002594    570.71002197]]

 [[  379.33453369   573.60314941]]

 [[  508.37136841   572.18585205]]

 [[  637.87298584   571.57226562]]

 [[  765.96899414   569.51538086]]

 [[  891.38922119   566.77783203]]

 [[ 1011.30688477   562.41271973]]

 [[ 1123.5201416    557.47186279]]]"
2,"[[ 0.  0.  0.]
 [ 1.  0.  0.]
 [ 2.  0.  0.]
 [ 3.  0.  0.]
 [ 4.  0.  0.]
 [ 5.  0.  0.]
 [ 6.  0.  0.]
 [ 7.  0.  0.]
 [ 8.  0.  0.]
 [ 0.  1.  0.]
 [ 1.  1.  0.]
 [ 2.  1.  0.]
 [ 3.  1.  0.]
 [ 4.  1.  0.]
 [ 5.  1.  0.]
 [ 6.  1.  0.]
 [ 7.  1.  0.]
 [ 8.  1.  0.]
 [ 0.  2.  0.]
 [ 1.  2.  0.]
 [ 2.  2.  0.]
 [ 3.  2.  0.]
 [ 4.  2.  0.]
 [ 5.  2.  0.]
 [ 6.  2.  0.]
 [ 7.  2.  0.]
 [ 8.  2.  0.]
 [ 0.  3.  0.]
 [ 1.  3.  0.]
 [ 2.  3.  0.]
 [ 3.  3.  0.]
 [ 4.  3.  0.]
 [ 5.  3.  0.]
 [ 6.  3.  0.]
 [ 7.  3.  0.]
 [ 8.  3.  0.]
 [ 0.  4.  0.]
 [ 1.  4.  0.]
 [ 2.  4.  0.]
 [ 3.  4.  0.]
 [ 4.  4.  0.]
 [ 5.  4.  0.]
 [ 6.  4.  0.]
 [ 7.  4.  0.]
 [ 8.  4.  0.]
 [ 0.  5.  0.]
 [ 1.  5.  0.]
 [ 2.  5.  0.]
 [ 3.  5.  0.]
 [ 4.  5.  0.]
 [ 5.  5.  0.]
 [ 6.  5.  0.]
 [ 7.  5.  0.]
 [ 8.  5.  0.]]","[[[  926.02520752   304.22421265]]

 [[  966.92364502   307.03012085]]

 [[ 1005.94177246   310.47225952]]

 [[ 1042.99133301   313.42871094]]

 [[ 1077.81958008   317.68426514]]

 [[ 1111.50537109   318.59567261]]

 [[ 1142.32434082   322.81262207]]

 [[ 1172.01611328   325.04782104]]

 [[ 1199.75134277   327.80633545]]

 [[  924.5748291    361.41183472]]

 [[  966.29772949   361.465271  ]]

 [[ 1006.99938965   363.85818481]]

 [[ 1044.99365234   365.53189087]]

 [[ 1079.46020508   366.56210327]]

 [[ 1112.0637207    368.67526245]]

 [[ 1142.14807129   370.56112671]]

 [[ 1170.99609375   371.9604187 ]]

 [[ 1198.99853516   373.47409058]]

 [[  924.47045898   416.10818481]]

 [[  965.59899902   416.48138428]]

 [[ 1006.83703613   417.59783936]]

 [[ 1045.36938477   418.1178894 ]]

 [[ 1080.01635742   418.04632568]]

 [[ 1111.38549805   418.22802734]]

 [[ 1142.18188477   418.41958618]]

 [[ 1170.10620117   419.25588989]]

 [[ 1197.           419.5       ]]

 [[  922.42480469   472.53594971]]

 [[  965.94494629   472.4604187 ]]

 [[ 1005.39855957   470.50820923]]

 [[ 1044.13696289   472.32739258]]

 [[ 1080.46020508   470.36907959]]

 [[ 1111.39880371   469.02020264]]

 [[ 1141.52429199   466.60787964]]

 [[ 1168.40930176   466.91552734]]

 [[ 1196.64831543   464.69937134]]

 [[  922.50933838   529.76745605]]

 [[  963.63879395   527.20928955]]

 [[ 1004.72601318   526.02770996]]

 [[ 1044.58154297   523.87872314]]

 [[ 1078.43859863   521.27484131]]

 [[ 1110.21472168   516.35418701]]

 [[ 1139.95349121   515.51342773]]

 [[ 1168.01831055   513.20306396]]

 [[ 1195.4864502    512.26904297]]

 [[  918.15032959   585.57537842]]

 [[  962.97320557   582.21405029]]

 [[ 1004.58666992   580.2512207 ]]

 [[ 1042.54187012   573.44378662]]

 [[ 1076.94165039   571.03942871]]

 [[ 1107.45153809   568.49603271]]

 [[ 1138.16394043   563.57598877]]

 [[ 1165.98913574   559.45043945]]

 [[ 1193.42102051   555.60449219]]]"
3,"[[ 0.  0.  0.]
 [ 1.  0.  0.]
 [ 2.  0.  0.]
 [ 3.  0.  0.]
 [ 4.  0.  0.]
 [ 5.  0.  0.]
 [ 6.  0.  0.]
 [ 7.  0.  0.]
 [ 8.  0.  0.]
 [ 0.  1.  0.]
 [ 1.  1.  0.]
 [ 2.  1.  0.]
 [ 3.  1.  0.]
 [ 4.  1.  0.]
 [ 5.  1.  0.]
 [ 6.  1.  0.]
 [ 7.  1.  0.]
 [ 8.  1.  0.]
 [ 0.  2.  0.]
 [ 1.  2.  0.]
 [ 2.  2.  0.]
 [ 3.  2.  0.]
 [ 4.  2.  0.]
 [ 5.  2.  0.]
 [ 6.  2.  0.]
 [ 7.  2.  0.]
 [ 8.  2.  0.]
 [ 0.  3.  0.]
 [ 1.  3.  0.]
 [ 2.  3.  0.]
 [ 3.  3.  0.]
 [ 4.  3.  0.]
 [ 5.  3.  0.]
 [ 6.  3.  0.]
 [ 7.  3.  0.]
 [ 8.  3.  0.]
 [ 0.  4.  0.]
 [ 1.  4.  0.]
 [ 2.  4.  0.]
 [ 3.  4.  0.]
 [ 4.  4.  0.]
 [ 5.  4.  0.]
 [ 6.  4.  0.]
 [ 7.  4.  0.]
 [ 8.  4.  0.]
 [ 0.  5.  0.]
 [ 1.  5.  0.]
 [ 2.  5.  0.]
 [ 3.  5.  0.]
 [ 4.  5.  0.]
 [ 5.  5.  0.]
 [ 6.  5.  0.]
 [ 7.  5.  0.]
 [ 8.  5.  0.]]","[[[  88.68012238  138.39656067]]

 [[ 118.19762421  135.54641724]]

 [[ 148.45245361  132.91960144]]

 [[ 179.97180176  129.97438049]]

 [[ 212.89932251  127.25941467]]

 [[ 247.25619507  124.26048279]]

 [[ 285.0211792   121.58255768]]

 [[ 324.05621338  119.01951599]]

 [[ 364.38623047  116.22721863]]

 [[  88.73064423  182.54519653]]

 [[ 116.89599609  180.90119934]]

 [[ 145.67250061  178.90846252]]

 [[ 176.58157349  176.98922729]]

 [[ 208.92024231  175.12712097]]

 [[ 245.00039673  173.7481842 ]]

 [[ 283.14239502  172.38162231]]

 [[ 322.6053772   170.91586304]]

 [[ 363.08334351  169.53161621]]

 [[  87.51963043  226.79315186]]

 [[ 114.50706482  225.90541077]]

 [[ 143.55619812  225.17939758]]

 [[ 173.96673584  224.56864929]]

 [[ 207.35194397  223.78892517]]

 [[ 243.5236969   223.75682068]]

 [[ 281.29022217  223.01660156]]

 [[ 321.01431274  223.03767395]]

 [[ 361.64080811  222.63887024]]

 [[  86.15479279  271.4432373 ]]

 [[ 113.61327362  271.64141846]]

 [[ 141.921875    272.1151123 ]]

 [[ 172.66574097  272.35958862]]

 [[ 205.4395752   273.0579834 ]]

 [[ 241.36329651  273.65316772]]

 [[ 279.29516602  274.50009155]]

 [[ 319.44213867  275.47879028]]

 [[ 360.17425537  276.36669922]]

 [[  85.52827454  315.30349731]]

 [[ 113.5065918   316.85336304]]

 [[ 141.5372467   318.30142212]]

 [[ 171.55018616  320.00564575]]

 [[ 204.6443634   321.6312561 ]]

 [[ 240.61459351  323.50802612]]

 [[ 278.7600708   325.56610107]]

 [[ 318.67483521  327.41891479]]

 [[ 359.25244141  329.96762085]]

 [[  86.59199524  359.4069519 ]]

 [[ 113.35665894  361.97994995]]

 [[ 140.60939026  364.69192505]]

 [[ 171.80332947  367.16201782]]

 [[ 204.48985291  370.27212524]]

 [[ 240.46090698  372.96347046]]

 [[ 278.5925293   376.06866455]]

 [[ 318.34963989  379.2460022 ]]

 [[ 358.51394653  382.97247314]]]"
4,"[[ 0.  0.  0.]
 [ 1.  0.  0.]
 [ 2.  0.  0.]
 [ 3.  0.  0.]
 [ 4.  0.  0.]
 [ 5.  0.  0.]
 [ 6.  0.  0.]
 [ 7.  0.  0.]
 [ 8.  0.  0.]
 [ 0.  1.  0.]
 [ 1.  1.  0.]
 [ 2.  1.  0.]
 [ 3.  1.  0.]
 [ 4.  1.  0.]
 [ 5.  1.  0.]
 [ 6.  1.  0.]
 [ 7.  1.  0.]
 [ 8.  1.  0.]
 [ 0.  2.  0.]
 [ 1.  2.  0.]
 [ 2.  2.  0.]
 [ 3.  2.  0.]
 [ 4.  2.  0.]
 [ 5.  2.  0.]
 [ 6.  2.  0.]
 [ 7.  2.  0.]
 [ 8.  2.  0.]
 [ 0.  3.  0.]
 [ 1.  3.  0.]
 [ 2.  3.  0.]
 [ 3.  3.  0.]
 [ 4.  3.  0.]
 [ 5.  3.  0.]
 [ 6.  3.  0.]
 [ 7.  3.  0.]
 [ 8.  3.  0.]
 [ 0.  4.  0.]
 [ 1.  4.  0.]
 [ 2.  4.  0.]
 [ 3.  4.  0.]
 [ 4.  4.  0.]
 [ 5.  4.  0.]
 [ 6.  4.  0.]
 [ 7.  4.  0.]
 [ 8.  4.  0.]
 [ 0.  5.  0.]
 [ 1.  5.  0.]
 [ 2.  5.  0.]
 [ 3.  5.  0.]
 [ 4.  5.  0.]
 [ 5.  5.  0.]
 [ 6.  5.  0.]
 [ 7.  5.  0.]
 [ 8.  5.  0.]]","[[[  658.30029297   203.32369995]]

 [[  700.48858643   200.48181152]]

 [[  746.42211914   196.44680786]]

 [[  793.72180176   191.65609741]]

 [[  844.96002197   187.65228271]]

 [[  896.31445312   183.89489746]]

 [[  953.31976318   179.99517822]]

 [[ 1008.88568115   176.30918884]]

 [[ 1070.85205078   171.59388733]]

 [[  657.42419434   255.6640625 ]]

 [[  700.49932861   255.38845825]]

 [[  746.0012207    251.61642456]]

 [[  792.4543457    249.80961609]]

 [[  842.58709717   245.87684631]]

 [[  898.390625     242.64318848]]

 [[  954.37030029   242.47875977]]

 [[ 1009.12805176   240.35762024]]

 [[ 1069.71704102   235.72288513]]

 [[  658.5          309.5       ]]

 [[  701.67572021   309.31356812]]

 [[  746.51251221   305.22802734]]

 [[  793.52880859   306.49682617]]

 [[  842.62042236   305.45013428]]

 [[  896.59649658   301.47579956]]

 [[  954.10870361   302.27261353]]

 [[ 1013.21917725   302.53924561]]

 [[ 1072.75195312   300.72302246]]

 [[  659.79724121   363.53848267]]

 [[  702.16308594   362.24926758]]

 [[  746.62329102   363.41445923]]

 [[  794.23883057   361.52160645]]

 [[  844.49505615   364.29653931]]

 [[  897.06677246   363.62063599]]

 [[  951.02618408   363.26312256]]

 [[ 1010.35131836   366.58435059]]

 [[ 1070.51416016   364.53866577]]

 [[  660.07666016   413.05752563]]

 [[  700.80767822   414.50512695]]

 [[  744.34710693   418.83584595]]

 [[  793.66552734   421.37661743]]

 [[  844.277771     420.45428467]]

 [[  897.88763428   425.35897827]]

 [[  951.56549072   427.959198  ]]

 [[ 1010.77386475   426.67294312]]

 [[ 1071.99377441   429.39920044]]

 [[  659.5          466.        ]]

 [[  702.51293945   468.21780396]]

 [[  745.           473.5       ]]

 [[  793.21014404   475.66140747]]

 [[  841.4196167    478.878479  ]]

 [[  896.           483.        ]]

 [[  951.58203125   485.74703979]]

 [[ 1009.32049561   491.51223755]]

 [[ 1071.27758789   496.41860962]]]"
5,"[[ 0.  0.  0.]
 [ 1.  0.  0.]
 [ 2.  0.  0.]
 [ 3.  0.  0.]
 [ 4.  0.  0.]
 [ 5.  0.  0.]
 [ 6.  0.  0.]
 [ 7.  0.  0.]
 [ 8.  0.  0.]
 [ 0.  1.  0.]
 [ 1.  1.  0.]
 [ 2.  1.  0.]
 [ 3.  1.  0.]
 [ 4.  1.  0.]
 [ 5.  1.  0.]
 [ 6.  1.  0.]
 [ 7.  1.  0.]
 [ 8.  1.  0.]
 [ 0.  2.  0.]
 [ 1.  2.  0.]
 [ 2.  2.  0.]
 [ 3.  2.  0.]
 [ 4.  2.  0.]
 [ 5.  2.  0.]
 [ 6.  2.  0.]
 [ 7.  2.  0.]
 [ 8.  2.  0.]
 [ 0.  3.  0.]
 [ 1.  3.  0.]
 [ 2.  3.  0.]
 [ 3.  3.  0.]
 [ 4.  3.  0.]
 [ 5.  3.  0.]
 [ 6.  3.  0.]
 [ 7.  3.  0.]
 [ 8.  3.  0.]
 [ 0.  4.  0.]
 [ 1.  4.  0.]
 [ 2.  4.  0.]
 [ 3.  4.  0.]
 [ 4.  4.  0.]
 [ 5.  4.  0.]
 [ 6.  4.  0.]
 [ 7.  4.  0.]
 [ 8.  4.  0.]
 [ 0.  5.  0.]
 [ 1.  5.  0.]
 [ 2.  5.  0.]
 [ 3.  5.  0.]
 [ 4.  5.  0.]
 [ 5.  5.  0.]
 [ 6.  5.  0.]
 [ 7.  5.  0.]
 [ 8.  5.  0.]]","[[[  960.74981689   146.85757446]]

 [[  996.93811035   152.53503418]]

 [[ 1031.76367188   158.03421021]]

 [[ 1065.26745605   163.19161987]]

 [[ 1096.7623291    168.26942444]]

 [[ 1127.02893066   173.05386353]]

 [[ 1154.45593262   177.95825195]]

 [[ 1180.44519043   182.46582031]]

 [[ 1205.77294922   187.03761292]]

 [[  958.70263672   200.33714294]]

 [[  996.45001221   204.41668701]]

 [[ 1032.84619141   208.32373047]]

 [[ 1066.87426758   212.20567322]]

 [[ 1098.75073242   215.7961731 ]]

 [[ 1127.04199219   219.67971802]]

 [[ 1154.24523926   223.30775452]]

 [[ 1179.97644043   226.81596375]]

 [[ 1204.99584961   229.93336487]]

 [[  958.74505615   253.70410156]]

 [[  997.38018799   256.39111328]]

 [[ 1033.15881348   258.87689209]]

 [[ 1067.57092285   261.30545044]]

 [[ 1098.89306641   263.86129761]]

 [[ 1126.9206543    266.45367432]]

 [[ 1154.07751465   268.83755493]]

 [[ 1179.39465332   271.26080322]]

 [[ 1204.42285156   273.25369263]]

 [[  958.42370605   307.85269165]]

 [[  996.6652832    309.02392578]]

 [[ 1032.82055664   310.20120239]]

 [[ 1067.23205566   311.46661377]]

 [[ 1098.68444824   312.41583252]]

 [[ 1126.92102051   313.5866394 ]]

 [[ 1154.19555664   314.84286499]]

 [[ 1178.79382324   316.00057983]]

 [[ 1203.79040527   316.99899292]]

 [[  957.65948486   361.51651001]]

 [[  995.17541504   361.28683472]]

 [[ 1032.04931641   361.00369263]]

 [[ 1066.73217773   360.9380188 ]]

 [[ 1097.86218262   360.70211792]]

 [[ 1126.11975098   360.58340454]]

 [[ 1152.36743164   360.53500366]]

 [[ 1177.3536377    360.47897339]]

 [[ 1202.49890137   360.40032959]]

 [[  955.29064941   414.70077515]]

 [[  994.06896973   413.51437378]]

 [[ 1031.28283691   411.8163147 ]]

 [[ 1064.75744629   410.38153076]]

 [[ 1096.52001953   408.90213013]]

 [[ 1124.20251465   407.21990967]]

 [[ 1150.82458496   405.98983765]]

 [[ 1175.81884766   404.67526245]]

 [[ 1200.98901367   403.58590698]]]"
6,"[[ 0.  0.  0.]
 [ 1.  0.  0.]
 [ 2.  0.  0.]
 [ 3.  0.  0.]
 [ 4.  0.  0.]
 [ 5.  0.  0.]
 [ 6.  0.  0.]
 [ 7.  0.  0.]
 [ 8.  0.  0.]
 [ 0.  1.  0.]
 [ 1.  1.  0.]
 [ 2.  1.  0.]
 [ 3.  1.  0.]
 [ 4.  1.  0.]
 [ 5.  1.  0.]
 [ 6.  1.  0.]
 [ 7.  1.  0.]
 [ 8.  1.  0.]
 [ 0.  2.  0.]
 [ 1.  2.  0.]
 [ 2.  2.  0.]
 [ 3.  2.  0.]
 [ 4.  2.  0.]
 [ 5.  2.  0.]
 [ 6.  2.  0.]
 [ 7.  2.  0.]
 [ 8.  2.  0.]
 [ 0.  3.  0.]
 [ 1.  3.  0.]
 [ 2.  3.  0.]
 [ 3.  3.  0.]
 [ 4.  3.  0.]
 [ 5.  3.  0.]
 [ 6.  3.  0.]
 [ 7.  3.  0.]
 [ 8.  3.  0.]
 [ 0.  4.  0.]
 [ 1.  4.  0.]
 [ 2.  4.  0.]
 [ 3.  4.  0.]
 [ 4.  4.  0.]
 [ 5.  4.  0.]
 [ 6.  4.  0.]
 [ 7.  4.  0.]
 [ 8.  4.  0.]
 [ 0.  5.  0.]
 [ 1.  5.  0.]
 [ 2.  5.  0.]
 [ 3.  5.  0.]
 [ 4.  5.  0.]
 [ 5.  5.  0.]
 [ 6.  5.  0.]
 [ 7.  5.  0.]
 [ 8.  5.  0.]]","[[[ 622.59265137  147.06881714]]

 [[ 661.09942627  162.3087616 ]]

 [[ 697.16430664  177.31686401]]

 [[ 731.43341064  191.54307556]]

 [[ 763.58007812  205.2311554 ]]

 [[ 793.96057129  218.34494019]]

 [[ 822.22521973  230.58702087]]

 [[ 849.57891846  242.73017883]]

 [[ 874.94610596  253.94570923]]

 [[ 619.67712402  195.31033325]]

 [[ 658.80102539  209.67843628]]

 [[ 696.31774902  223.31471252]]

 [[ 731.36053467  236.34664917]]

 [[ 763.24615479  249.07743835]]

 [[ 793.24621582  261.39239502]]

 [[ 821.71374512  273.08557129]]

 [[ 849.02954102  283.8565979 ]]

 [[ 875.22930908  294.35998535]]

 [[ 618.07208252  244.72633362]]

 [[ 657.84088135  257.97537231]]

 [[ 694.76904297  270.6835022 ]]

 [[ 730.31896973  282.52191162]]

 [[ 762.52996826  294.46716309]]

 [[ 792.21124268  305.56939697]]

 [[ 821.4364624   315.80599976]]

 [[ 849.40863037  325.71688843]]

 [[ 876.23126221  335.05993652]]

 [[ 614.55688477  296.57418823]]

 [[ 654.62316895  308.61352539]]

 [[ 692.54138184  319.84655762]]

 [[ 728.67852783  330.52746582]]

 [[ 762.16046143  341.02310181]]

 [[ 791.93774414  350.70523071]]

 [[ 821.49493408  360.32769775]]

 [[ 849.2723999   368.75888062]]

 [[ 876.51867676  377.11972046]]

 [[ 611.94799805  349.26046753]]

 [[ 652.68487549  359.69769287]]

 [[ 690.3994751   369.7170105 ]]

 [[ 726.66400146  379.28460693]]

 [[ 760.96588135  387.98718262]]

 [[ 791.65441895  396.68118286]]

 [[ 820.82305908  404.88439941]]

 [[ 848.83148193  412.50408936]]

 [[ 875.95654297  419.50714111]]

 [[ 610.16601562  402.71514893]]

 [[ 650.47613525  412.0378418 ]]

 [[ 688.1083374   420.69204712]]

 [[ 724.29162598  428.66668701]]

 [[ 759.4118042   436.3192749 ]]

 [[ 790.40124512  443.35418701]]

 [[ 820.39160156  450.35305786]]

 [[ 848.67449951  456.62036133]]

 [[ 876.06970215  462.72412109]]]"
